date_maj,score_final,score_surete,score_commercial,action_recommandee,fenetre_action,niveau_opportunite_amarante,titre,acheteur,pays_execution,pays_acheteur,type_client,type_mobilite,profil_personnes_exposees,duree_estimee,accessibilite_commerciale,securite_existante_detectee,profils_acteurs_probables,cible_commerciale_reelle,justification,confiance,modele,raffine,divergence,type_notice,phase,secteur,client,publication_number,lien_avis,deadline,date_publication,statut_suivi,date_detection
2026-07-07,4.5,5.5,3.5,surveiller,indetermine,moyen,Kyrgyzstan Climate Resilience Water Supply Project,State Water Resources Agency (SWRA),KGZ,,etat_administration_locale,multi_sites,expert_international,longue_ou_residente,moyenne,False,"bureau d'études en ingénierie hydraulique ou en gestion des ressources en eau, consortium d'ingénierie internationale spécialisé en infrastructures eau et climat, opérateur de développement avec expertise en résilience climatique et systèmes d'irrigation",Client maitre d'ouvrage : State Water Resources Agency (SWRA). Projet en phase amont (GPN/prequalif) : se positionner tot aupres du client et du futur titulaire deploye en zone a risque.,"Un projet d'infrastructure hydraulique au Kirghizstan implique probablement des déplacements d'experts internationaux sur plusieurs sites en dehors de la capitale, y compris dans des zones rurales ou montagneuses à accessibilité difficile ; le contexte régional (Asie centrale, zones frontalières sensibles, instabilité périodique) justifie un besoin d'accompagnement sécurisé et de véhicules adaptés. L'accessibilité commerciale reste moyenne car le marché est piloté par une agence étatique locale, potentiellement sous financement d'un bailleur international non explicitement identifié, ce qui peut conditionner les modalités de sous-traitance sûreté.",0.45,claude-sonnet-4-6,True,False,Avis general de passation,amont,Natural Resources,State Water Resources Agency (SWRA),49793-avis general-na,https://ecepp.ebrd.com/delta/noticeSearchResults.html,,,nouveau,2026-07-07
2026-07-07,4.5,3.9,5.0,surveiller,indetermine,moyen,BIH-MNE-ALB 220kv OHL Reconductoring,CGES,MNE,,autre,multi_sites,technicien,longue_ou_residente,moyenne,False,"consortium d'ingénierie électrique spécialisé en lignes haute tension, bureau d'études en génie électrique avec expérience Balkans, opérateur de réseau de transport d'électricité régional avec appui technique international, entreprise de travaux électriques spécialisée en reconductoring de lignes aériennes",Client maitre d'ouvrage : CGES. Projet en phase amont (GPN/prequalif) : se positionner tot aupres du client et du futur titulaire deploye en zone a risque.,"Un projet de reconductoring de ligne aérienne 220 kV traversant trois pays des Balkans (Bosnie-Herzégovine, Monténégro, Albanie) implique des déplacements réguliers d'ingénieurs et techniciens étrangers sur des tracés souvent en zones rurales ou montagneuses, avec des passages potentiels en zones frontalières sensibles, justifiant un besoin d'accompagnement sécurisé et de gestion des déplacements terrain. L'absence de mention d'un dispositif de sécurité existant et la nature transfrontalière du chantier ouvrent une opportunité réelle pour des prestations de type véhicule sécurisé et escorte multi-sites.",0.55,claude-sonnet-4-6,True,False,Avis general de passation,amont,Energy EMEA,CGES,56649-avis general-na,https://ecepp.ebrd.com/delta/noticeSearchResults.html,,,nouveau,2026-07-07
2026-07-07,4.0,5.5,2.5,surveiller,indetermine,faible,Saiss and Garet water conservation project,Ministry of Agriculture,MAR,,etat_administration_locale,multi_sites,expert_international,indetermine,moyenne,False,"bureau d'études en ingénierie hydraulique ou agricole, consortium d'ingénierie spécialisé en gestion de l'eau et irrigation, opérateur en développement rural avec expertise en conservation des sols et des eaux",Client maitre d'ouvrage : Ministry of Agriculture. Projet en phase amont (GPN/prequalif) : se positionner tot aupres du client et du futur titulaire deploye en zone a risque.,"Le Maroc est un pays à risque sécuritaire modéré et globalement stable, notamment dans les régions agricoles de Saiss et Garet (plaines du nord-est). Un projet de conservation de l'eau piloté par le ministère de l'Agriculture implique probablement des déplacements terrain d'experts internationaux sur plusieurs sites, mais le profil de risque au Maroc ne justifie généralement pas le recours à une escorte armée ou à une protection rapprochée ; le besoin opérationnel concret pour Amarante reste donc peu probable dans ce contexte.",0.45,claude-sonnet-4-6,True,False,Avis general de passation,amont,Agribusiness,Ministry of Agriculture,51223-avis general-na,https://ecepp.ebrd.com/delta/noticeSearchResults.html,,,nouveau,2026-07-07
2026-07-07,3.8,4.2,3.5,ignorer,indetermine,faible,Chisinau Water Development Programme,WATER AND SEWAGE COMPANY OF THE CITY OF CHISINAU,MDA,,etat_administration_locale,chantier,technicien,longue_ou_residente,moyenne,False,"consortium d'ingénierie en infrastructure hydraulique et assainissement, bureau d'études spécialisé en eau et environnement urbain, opérateur de services publics avec appui technique international",Client maitre d'ouvrage : WATER AND SEWAGE COMPANY OF THE CITY OF CHISINAU. Viser le client (direction projet / surete) et le bureau titulaire qui deploiera des equipes sur le terrain.,"Le programme porte sur le développement des infrastructures d'eau et d'assainissement à Chisinau, capitale de Moldavie, pays à risque sécuritaire modéré sans conflit actif sur le territoire principal. Les déplacements probables restent en zone urbaine ou péri-urbaine de la capitale, avec un profil de risque insuffisant pour justifier une escorte, un CPO ou un véhicule sécurisé de manière régulière.",0.45,claude-sonnet-4-6,True,False,Appel d'offres,tender,Municipal and Environmental Infrastructure,WATER AND SEWAGE COMPANY OF THE CITY OF CHISINAU,44027-appel d'offr-na,https://ecepp.ebrd.com/delta/noticeSearchResults.html,,,nouveau,2026-07-07
2026-07-07,3.8,4.2,3.5,ignorer,indetermine,faible,GrCF2 W1-Chisinau River Bic Rehabilitation  and Flood Protection,City of Chisinau,MDA,,etat_administration_locale,chantier,technicien,longue_ou_residente,moyenne,False,"consortium d'ingénierie hydraulique et environnementale européen ou international, bureau d'études spécialisé en génie civil et gestion des eaux, entreprise de travaux publics avec encadrement technique étranger et main-d'oeuvre locale",Client maitre d'ouvrage : City of Chisinau. Viser le client (direction projet / surete) et le bureau titulaire qui deploiera des equipes sur le terrain.,"Le projet porte sur la réhabilitation d'une rivière urbaine à Chisinau, capitale de la Moldavie, pays stable sans conflit actif. Les déplacements se limitent vraisemblablement à un chantier en milieu urbain ou péri-urbain dans une capitale relativement sécurisée, sans mobilité vers des zones à risque élevé. Le profil de risque résiduel ne justifie pas de prestation opérationnelle de sûreté telle qu'escorte ou protection rapprochée.",0.72,claude-sonnet-4-6,True,False,Appel d'offres,tender,Municipal and Environmental Infrastructure,City of Chisinau,52754-appel d'offr-na,https://ecepp.ebrd.com/delta/noticeSearchResults.html,,,nouveau,2026-07-07
2026-07-07,3.7,3.9,3.5,ignorer,indetermine,moyen,Nigeria Sovereign Fibre (Bridge) Project,Communication and Digital Economy of Nigeria,NGA,,etat_administration_locale,multi_sites,technicien,longue_ou_residente,moyenne,False,"consortium d'ingénierie télécom international spécialisé en déploiement de fibre optique, bureau d'études en infrastructure numérique avec présence en Afrique subsaharienne, opérateur télécom international en partenariat avec un acteur local nigérian, entreprise de génie civil spécialisée en pose de câbles et infrastructure backbone",Client maitre d'ouvrage : Communication and Digital Economy of Nigeria. Projet en phase amont (GPN/prequalif) : se positionner tot aupres du client et du futur titulaire deploye en zone a risque.,"Un projet de déploiement de fibre souveraine au Nigeria implique des équipes techniques étrangères se déplaçant sur de multiples sites à travers le pays, y compris potentiellement dans des zones à risque élevé (Nord-Est, Middle Belt, Delta du Niger), créant un besoin réel d'escorte et de véhicules sécurisés. L'accessibilité reste moyenne car l'acheteur est une administration locale nigériane et la sécurité pourrait être gérée en interne ou confiée à des prestataires locaux déjà établis.",0.55,claude-sonnet-4-6,True,False,Prequalification,amont,Information & Communication Technologies,Communication and Digital Economy of Nigeria,56618-prequalifica-na,https://ecepp.ebrd.com/delta/noticeSearchResults.html,,,nouveau,2026-07-07
2026-07-07,3.7,3.9,3.5,ignorer,indetermine,faible,Moldova Road Rehabilitation Project V,State Road Administration,MDA,,etat_administration_locale,multi_sites,technicien,longue_ou_residente,moyenne,False,"consortium d'ingénierie routière européen ou international, bureau d'études en génie civil spécialisé en infrastructures routières, opérateur de travaux publics avec encadrement technique étranger",Client maitre d'ouvrage : State Road Administration. Projet en phase amont (GPN/prequalif) : se positionner tot aupres du client et du futur titulaire deploye en zone a risque.,"La Moldavie est un pays à risque sécuritaire modéré, sans conflit actif sur son territoire principal, et un projet de réhabilitation routière implique surtout des techniciens et ingénieurs se déplaçant sur des chantiers routiers dispersés dans le pays. Le profil de risque ne justifie pas de manière évidente un besoin en escorte armée ou protection rapprochée, même si des déplacements multi-sites sont probables.",0.45,claude-sonnet-4-6,True,False,Prequalification,amont,Transport,State Road Administration,54423-prequalifica-na,https://ecepp.ebrd.com/delta/noticeSearchResults.html,,,nouveau,2026-07-07
2026-07-07,3.7,3.9,3.5,ignorer,indetermine,faible,Moldova Road Rehabilitation Project V,State Road Administration,MDA,,etat_administration_locale,multi_sites,technicien,longue_ou_residente,moyenne,False,"bureau d'études en ingénierie routière ou infrastructure de transport, consortium d'ingénierie civil européen ou international, entreprise de travaux publics avec encadrement technique étranger, consultant en supervision de travaux routiers financé par bailleur international",Client maitre d'ouvrage : State Road Administration. Viser le client (direction projet / surete) et le bureau titulaire qui deploiera des equipes sur le terrain.,"La Moldova présente un niveau de risque sécuritaire modéré et un projet de réhabilitation routière implique principalement des techniciens et ingénieurs se déplaçant sur plusieurs tronçons, mais le contexte moldave ne justifie généralement pas de dispositif de protection rapprochée ou d'escorte armée. L'acheteur est une administration locale, ce qui réduit l'accessibilité commerciale directe pour Amarante, et aucun indice de besoin sûreté opérationnel spécifique n'est détecté.",0.45,claude-sonnet-4-6,True,False,Appel d'offres,tender,Transport,State Road Administration,54423-appel d'offr-na,https://ecepp.ebrd.com/delta/noticeSearchResults.html,,,nouveau,2026-07-07
2026-07-07,3.6,3.8,3.5,ignorer,indetermine,moyen,Vahdat-Roghun Road,The Project Implementation Unit for Roads Rehabilitation (PIURR),TJK,,etat_administration_locale,chantier,technicien,longue_ou_residente,moyenne,False,"bureau d'études en ingénierie routière ou infrastructure de transport, consortium d'ingénierie civil européen ou asiatique spécialisé en réhabilitation routière, entreprise de construction internationale avec supervision technique expatriée, opérateur de gestion de projet d'infrastructure en Asie centrale",Client maitre d'ouvrage : The Project Implementation Unit for Roads Rehabilitation (PIURR). Projet en phase amont (GPN/prequalif) : se positionner tot aupres du client et du futur titulaire deploye en zone a risque.,"La réhabilitation de la route Vahdat-Roghun au Tadjikistan implique des déplacements réguliers sur un axe routier en zone montagneuse et potentiellement isolée, avec une présence prolongée de techniciens et ingénieurs internationaux sur chantier. Le profil de mobilité terrain et la durée longue du projet créent un besoin réel d'escorte véhicule et de sécurisation des déplacements, même si l'acheteur est une unité d'exécution étatique locale dont l'accessibilité commerciale directe reste limitée.",0.62,claude-sonnet-4-6,True,False,Prequalification,amont,Infra Eurasia,The Project Implementation Unit for Roads Rehabilitation (PIURR),57623-prequalifica-na,https://ecepp.ebrd.com/delta/noticeSearchResults.html,,,nouveau,2026-07-07
2026-07-07,3.6,3.8,3.5,ignorer,indetermine,moyen,Ferizaj Wastewater Treatment Plant,RWCB (Regional Water Company Bifurkacioni),XKX,,etat_administration_locale,chantier,technicien,longue_ou_residente,moyenne,False,"bureau d'études en génie civil ou environnemental spécialisé en traitement des eaux, consortium d'ingénierie européen ou régional avec expertise en infrastructures hydrauliques, opérateur de services d'eau avec capacité de supervision de chantier à l'international",Client maitre d'ouvrage : RWCB (Regional Water Company Bifurkacioni). Viser le client (direction projet / surete) et le bureau titulaire qui deploiera des equipes sur le terrain.,"Le projet implique la construction ou réhabilitation d'une station d'épuration au Kosovo (XKX), territoire à statut politique sensible avec des tensions résiduelles et une présence internationale active. Des techniciens et ingénieurs étrangers seront probablement déployés sur un chantier hors capitale (Ferizaj, au sud du pays), justifiant un besoin de sécurisation des déplacements et d'accompagnement terrain. L'accessibilité commerciale reste moyenne car l'acheteur est une régie locale et la sécurité n'est pas mentionnée comme un lot distinct, mais le profil de déploiement sur chantier en zone sensible crée une opportunité réelle pour une prestation de chauffeur sécurité ou d'escorte ponctuelle.",0.45,claude-sonnet-4-6,True,False,Liste restreinte,tender,Infra EMEA,RWCB (Regional Water Company Bifurkacioni),54538-liste restre-na,https://ecepp.ebrd.com/delta/noticeSearchResults.html,,,nouveau,2026-07-07
2026-07-07,3.6,3.8,3.5,ignorer,indetermine,faible,Shaki Water and Wastewater Project,Azerbaijan State Water Resources Agency,AZE,,etat_administration_locale,chantier,technicien,longue_ou_residente,moyenne,False,"consortium d'ingénierie en eau et assainissement avec composante internationale, bureau d'études spécialisé en infrastructures hydrauliques municipales, entreprise de travaux publics avec encadrement technique étranger",Client maitre d'ouvrage : Azerbaijan State Water Resources Agency. Projet en phase amont (GPN/prequalif) : se positionner tot aupres du client et du futur titulaire deploye en zone a risque.,"L'Azerbaïdjan est un pays globalement stable avec un niveau de risque sécuritaire modéré en dehors des zones frontalières sensibles. Shaki est une ville de province sans historique de violence notable, et un projet d'infrastructure eau-assainissement implique principalement des techniciens sur chantier dans un environnement urbain ou péri-urbain sans menace identifiée justifiant un dispositif d'escorte ou de protection rapprochée. L'acheteur est une administration locale azerbaïdjanaise, ce qui rend l'accès commercial indirect et le besoin opérationnel de sûreté peu probable.",0.55,claude-sonnet-4-6,True,False,Prequalification,amont,Municipal and Environmental Infrastructure,Azerbaijan State Water Resources Agency,56006-prequalifica-na,https://ecepp.ebrd.com/delta/noticeSearchResults.html,,,nouveau,2026-07-07
2026-07-07,3.6,3.8,3.5,ignorer,indetermine,moyen,Vahdat-Roghun Road,The Project Implementation Unit for Roads Rehabilitation (PIURR),TJK,,etat_administration_locale,chantier,technicien,longue_ou_residente,moyenne,False,"bureau d'études en ingénierie routière ou infrastructure de transport, consortium d'ingénierie civil européen ou asiatique avec expertise en routes de montagne, entreprise de construction d'infrastructures routières avec encadrement technique international, maître d'œuvre ou superviseur de chantier routier en zone montagneuse",Client maitre d'ouvrage : The Project Implementation Unit for Roads Rehabilitation (PIURR). Projet en phase amont (GPN/prequalif) : se positionner tot aupres du client et du futur titulaire deploye en zone a risque.,"Le corridor Vahdat-Roghun traverse une zone montagneuse et enclavée du Tadjikistan, impliquant probablement des déplacements réguliers d'ingénieurs et techniciens internationaux sur un chantier routier éloigné des centres urbains, ce qui crée un besoin réel d'escorte ou de véhicule sécurisé pour les déplacements terrain. L'accessibilité commerciale reste moyenne car l'acheteur est une unité d'exécution étatique locale, potentiellement liée à un bailleur international non identifié ici, et le marché pourrait intégrer des dispositions sécurité propres au bailleur.",0.55,claude-sonnet-4-6,True,False,Avis general de passation,amont,Infra Eurasia,The Project Implementation Unit for Roads Rehabilitation (PIURR),57623-avis general-na,https://ecepp.ebrd.com/delta/noticeSearchResults.html,,,nouveau,2026-07-07
2026-07-07,3.6,3.8,3.5,ignorer,indetermine,moyen,Baljuvon-Sari Khosor Road,Republic of Tajikistan,TJK,,etat_administration_locale,chantier,technicien,longue_ou_residente,moyenne,False,"bureau d'études en ingénierie routière ou infrastructure de transport, consortium d'ingénierie civil européen ou asiatique avec supervision terrain, entreprise de construction d'infrastructures routières avec encadrement technique étranger",Client maitre d'ouvrage : Republic of Tajikistan. Viser le client (direction projet / surete) et le bureau titulaire qui deploiera des equipes sur le terrain.,"Un projet de construction ou supervision de route entre Baljuvon et Sari Khosor au Tadjikistan implique très probablement des déplacements réguliers d'ingénieurs ou superviseurs étrangers sur un axe routier en zone rurale ou semi-isolée du sud du pays, région historiquement sensible proche de la frontière afghane, justifiant un besoin réel d'escorte ou de véhicule sécurisé pour les déplacements terrain. L'absence de mention d'un dispositif de sécurité existant et la nature infrastructure du projet laissent une fenêtre d'opportunité commerciale, bien que le marché soit en liste restreinte ce qui limite l'accessibilité directe.",0.55,claude-sonnet-4-6,True,False,Liste restreinte,tender,Infra Eurasia,Republic of Tajikistan,56814-liste restre-na,https://ecepp.ebrd.com/delta/noticeSearchResults.html,,,nouveau,2026-07-07
